Year: 1991, Month: 6, Day: 1, Timestamp: 675734400 -> New Licenses: 4
Year: 2019, Month: 4, Day: 1, Timestamp: 1554076800 -> New Licenses: 805
Year: 2019, Month: 5, Day: 1, Timestamp: 1556668800 -> New Licenses: 576
Year: 2019, Month: 6, Day: 1, Timestamp: 1559347200 -> New Licenses: 677
Year: 2019, Month: 7, Day: 1, Timestamp: 1561939200 -> New Licenses: 840
Year: 2019, Month: 8, Day: 1, Timestamp: 1564617600 -> New Licenses: 720
Year: 2019, Month: 9, Day: 1, Timestamp: 1567296000 -> New Licenses: 720
Year: 2019, Month: 10, Day: 1, Timestamp: 1569888000 -> New Licenses: 421
Year: 2019, Month: 11, Day: 1, Timestamp: 1572566400 -> New Licenses: 1121
Year: 2019, Month: 12, Day: 1, Timestamp: 1575158400 -> New Licenses: 492
Year: 2020, Month: 1, Day: 1, Timestamp: 1577836800 -> New Licenses: 1028
Year: 2020, Month: 2, Day: 1, Timestamp: 1580515200 -> New Licenses: 429
Year: 2020, Month: 3, Day: 1, Timestamp: 1583020800 -> New Licenses: 806
Year: 2020, Month: 4, Day: 1, Timestamp: 1585699200 -> New Licenses: 723
Year: 2020, Month: 5, Day: 1, Timestamp: 1588291200 -> New Licenses: 962
Year: 2020, Month: 6, Day: 1, Timestamp: 1590969600 -> New Licenses: 180
Year: 2020, Month: 7, Day: 1, Timestamp: 1593561600 -> New Licenses: 317
Year: 2020, Month: 8, Day: 1, Timestamp: 1596240000 -> New Licenses: 475
Year: 2020, Month: 9, Day: 1, Timestamp: 1598918400 -> New Licenses: 437
Year: 2020, Month: 10, Day: 1, Timestamp: 1601510400 -> New Licenses: 482
Year: 2020, Month: 11, Day: 1, Timestamp: 1604188800 -> New Licenses: 452
Year: 2020, Month: 12, Day: 1, Timestamp: 1606780800 -> New Licenses: 609
Year: 2021, Month: 1, Day: 1, Timestamp: 1609459200 -> New Licenses: 673
Year: 2021, Month: 2, Day: 1, Timestamp: 1612137600 -> New Licenses: 0
Year: 2021, Month: 3, Day: 1, Timestamp: 1614556800 -> New Licenses: 186
Year: 2021, Month: 4, Day: 1, Timestamp: 1617235200 -> New Licenses: 137
Year: 2021, Month: 5, Day: 1, Timestamp: 1619827200 -> New Licenses: 297
Year: 2021, Month: 6, Day: 1, Timestamp: 1622505600 -> New Licenses: 170
Year: 2021, Month: 7, Day: 1, Timestamp: 1625097600 -> New Licenses: 144
Year: 2021, Month: 8, Day: 1, Timestamp: 1627776000 -> New Licenses: 255
Year: 2021, Month: 9, Day: 1, Timestamp: 1630454400 -> New Licenses: 177
Year: 2021, Month: 10, Day: 1, Timestamp: 1633046400 -> New Licenses: 142
Year: 2021, Month: 11, Day: 1, Timestamp: 1635724800 -> New Licenses: 417
Year: 2021, Month: 12, Day: 1, Timestamp: 1638316800 -> New Licenses: 178
Year: 2022, Month: 1, Day: 1, Timestamp: 1640995200 -> New Licenses: 217
Year: 2022, Month: 2, Day: 1, Timestamp: 1643673600 -> New Licenses: 134
Year: 2022, Month: 3, Day: 1, Timestamp: 1646092800 -> New Licenses: 100
Year: 2022, Month: 4, Day: 1, Timestamp: 1648771200 -> New Licenses: 187
Year: 2022, Month: 5, Day: 1, Timestamp: 1651363200 -> New Licenses: 229
Year: 2022, Month: 6, Day: 1, Timestamp: 1654041600 -> New Licenses: 145
Year: 2022, Month: 7, Day: 1, Timestamp: 1656633600 -> New Licenses: 218
Year: 2022, Month: 8, Day: 1, Timestamp: 1659312000 -> New Licenses: 171
Year: 2022, Month: 9, Day: 1, Timestamp: 1661990400 -> New Licenses: 243
Year: 2022, Month: 10, Day: 1, Timestamp: 1664582400 -> New Licenses: 265
Year: 2022, Month: 11, Day: 1, Timestamp: 1667260800 -> New Licenses: 473
Year: 2022, Month: 12, Day: 1, Timestamp: 1669852800 -> New Licenses: 277
Year: 2023, Month: 1, Day: 1, Timestamp: 1672531200 -> New Licenses: 441
Year: 2023, Month: 2, Day: 1, Timestamp: 1675209600 -> New Licenses: 292
Year: 2023, Month: 3, Day: 1, Timestamp: 1677628800 -> New Licenses: 215
Year: 2023, Month: 4, Day: 1, Timestamp: 1680307200 -> New Licenses: 311
Year: 2023, Month: 5, Day: 1, Timestamp: 1682899200 -> New Licenses: 372
Year: 2023, Month: 6, Day: 1, Timestamp: 1685577600 -> New Licenses: 433
Year: 2023, Month: 7, Day: 1, Timestamp: 1688169600 -> New Licenses: 246
Year: 2023, Month: 8, Day: 1, Timestamp: 1690848000 -> New Licenses: 119
Year: 2023, Month: 9, Day: 1, Timestamp: 1693526400 -> New Licenses: 402
Year: 2023, Month: 10, Day: 1, Timestamp: 1696118400 -> New Licenses: 505
Year: 2023, Month: 11, Day: 1, Timestamp: 1698796800 -> New Licenses: 592
Year: 2023, Month: 12, Day: 1, Timestamp: 1701388800 -> New Licenses: 825
Year: 2024, Month: 1, Day: 1, Timestamp: 1704067200 -> New Licenses: 1455
Year: 2024, Month: 2, Day: 1, Timestamp: 1706745600 -> New Licenses: 639
Year: 2024, Month: 3, Day: 1, Timestamp: 1709251200 -> New Licenses: 49
Year: 2024, Month: 4, Day: 1, Timestamp: 1711929600 -> New Licenses: 8
